order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds
2608812,1,Shanghai,2621,121.51805,31.0763,911,0,09-27 10:41:00,09-27 10:41:00,121.52286,31.10786,09-27 18:03:00,09-27 18:03:00,121.49819,31.021,927
4464852,1,Shanghai,2621,121.51758,31.07548,911,0,07-07 10:21:00,07-07 10:21:00,121.52286,31.106,07-07 12:48:00,07-07 12:48:00,121.5173,31.07557,707
2316949,1,Shanghai,2621,121.5193,31.07645,911,0,08-07 14:44:00,08-07 14:44:00,121.52277,31.10599,08-07 15:21:00,08-07 15:21:00,121.51927,31.07646,807
1689186,1,Shanghai,2621,121.51805,31.0763,911,0,09-29 09:22:00,09-29 09:22:00,121.52292,31.10771,09-29 13:00:00,09-29 13:00:00,121.51726,31.07555,929
3919396,1,Shanghai,2621,121.51732,31.07626,911,0,06-25 10:22:00,06-25 10:22:00,121.5228,31.10593,06-25 13:31:00,06-25 13:31:00,121.5171,31.07608,625
4506623,1,Shanghai,2621,121.51881,31.07646,911,0,08-11 11:04:00,08-11 11:04:00,121.52289,31.10609,08-11 15:25:00,08-11 15:25:00,121.51896,31.07655,811
159620,1,Shanghai,2621,121.51911,31.07618,911,0,06-30 09:38:00,06-30 09:38:00,121.52273,31.10608,06-30 10:29:00,06-30 10:29:00,121.51918,31.07616,630
3109753,1,Shanghai,2621,121.51782,31.07616,911,0,07-13 11:31:00,07-13 11:31:00,121.52282,31.10592,07-13 15:44:00,07-13 15:44:00,121.51937,31.07582,713
4235623,1,Shanghai,2621,121.5173,31.07629,911,0,06-20 10:18:00,06-20 10:18:00,121.52287,31.10606,06-20 13:00:00,06-20 13:00:00,121.51692,31.07572,620
3135938,1,Shanghai,2621,121.5173,31.07617,911,0,07-23 09:39:00,07-23 09:39:00,121.52281,31.10593,07-23 12:21:00,07-23 12:21:00,121.51742,31.07634,723
263564,1,Shanghai,2621,121.51879,31.07654,911,0,09-08 09:35:00,09-08 09:35:00,121.52288,31.10772,09-08 12:36:00,09-08 12:36:00,121.51908,31.07654,908
4488215,1,Shanghai,2621,121.51791,31.07629,911,0,07-26 09:34:00,07-26 09:34:00,121.52273,31.10592,07-26 13:30:00,07-26 13:30:00,121.51732,31.07562,726
1197263,1,Shanghai,2621,121.51799,31.07618,911,0,07-28 09:48:00,07-28 09:48:00,121.5228,31.10604,07-28 13:30:00,07-28 13:30:00,121.51942,31.07617,728
2311409,1,Shanghai,2621,121.51753,31.07569,911,0,06-22 10:12:00,06-22 10:12:00,121.52285,31.10593,06-22 13:21:00,06-22 13:21:00,121.5172,31.07587,622
3863908,1,Shanghai,2621,121.51897,31.07597,911,0,09-02 09:44:00,09-02 09:44:00,121.5229,31.10787,09-02 13:12:00,09-02 13:12:00,121.5187,31.07547,902
1626505,1,Shanghai,2621,121.51797,31.07624,911,0,07-02 10:12:00,07-02 10:12:00,121.52276,31.10602,07-02 14:19:00,07-02 14:19:00,121.51688,31.0761,702
1318689,1,Shanghai,2621,121.518,31.07627,911,0,10-01 08:56:00,10-01 08:56:00,121.52282,31.1078,10-01 10:14:00,10-01 10:14:00,121.5191,31.07565,1001
3727401,1,Shanghai,2621,121.51896,31.07598,911,0,07-14 11:01:00,07-14 11:01:00,121.52272,31.10607,07-14 13:46:00,07-14 13:46:00,121.51923,31.07584,714
1421942,1,Shanghai,2621,121.5189,31.07593,911,0,08-02 11:51:00,08-02 11:51:00,121.52282,31.10604,08-02 14:22:00,08-02 14:22:00,121.51943,31.0752,802
811377,1,Shanghai,2621,121.51797,31.07621,911,0,09-08 17:00:00,09-08 17:00:00,121.52289,31.10788,09-08 19:56:00,09-08 19:56:00,121.51756,31.07618,908
3416150,1,Shanghai,2621,121.51885,31.0765,911,0,08-27 10:18:00,08-27 10:18:00,121.5228,31.10597,08-27 13:32:00,08-27 13:32:00,121.51877,31.0761,827
1983016,1,Shanghai,2621,121.51788,31.07611,911,0,07-06 09:43:00,07-06 09:43:00,121.52274,31.10594,07-06 12:51:00,07-06 12:51:00,121.51743,31.07575,706
2601025,1,Shanghai,2621,121.51791,31.07634,911,0,09-28 09:37:00,09-28 09:37:00,121.52297,31.1078,09-28 12:34:00,09-28 12:34:00,121.51907,31.07585,928
2117333,1,Shanghai,2621,121.51797,31.07634,911,0,08-16 10:24:00,08-16 10:24:00,121.52273,31.10603,08-16 13:21:00,08-16 13:21:00,121.51901,31.07642,816
1089149,1,Shanghai,2621,121.51808,31.07632,911,0,09-22 09:34:00,09-22 09:34:00,121.52296,31.10783,09-22 12:15:00,09-22 12:15:00,121.51803,31.07656,922
1495822,1,Shanghai,2621,121.51763,31.07549,911,0,08-18 09:50:00,08-18 09:50:00,121.52278,31.10593,08-18 13:04:00,08-18 13:04:00,121.51726,31.0756,818
1548339,1,Shanghai,2621,121.51797,31.07634,911,0,08-25 09:33:00,08-25 09:33:00,121.52288,31.10592,08-25 12:07:00,08-25 12:07:00,121.51707,31.07594,825
4359897,1,Shanghai,2621,121.51806,31.07626,911,0,10-07 12:00:00,10-07 12:00:00,121.52297,31.10774,10-07 13:20:00,10-07 13:20:00,121.5188,31.07665,1007
2165644,1,Shanghai,2621,121.51756,31.07561,911,0,06-17 09:40:00,06-17 09:40:00,121.52281,31.10599,06-17 12:09:00,06-17 12:09:00,121.5172,31.07559,617
3962761,1,Shanghai,2621,121.51889,31.07581,911,0,07-02 10:12:00,07-02 10:12:00,121.52275,31.10591,07-02 14:33:00,07-02 14:33:00,121.51926,31.07564,702
52009,1,Shanghai,2621,121.51894,31.0759,911,0,06-25 10:20:00,06-25 10:20:00,121.52274,31.10593,06-25 14:06:00,06-25 14:06:00,121.51937,31.07572,625
3607765,1,Shanghai,2621,121.51794,31.07634,911,0,07-10 10:04:00,07-10 10:04:00,121.52273,31.10603,07-10 13:15:00,07-10 13:15:00,121.51824,31.07605,710
4502020,1,Shanghai,2621,121.51801,31.0763,911,0,09-14 09:42:00,09-14 09:42:00,121.52292,31.10771,09-14 18:23:00,09-14 18:23:00,121.5199,31.07719,914
2781169,1,Shanghai,2621,121.51791,31.07618,911,0,07-11 10:31:00,07-11 10:31:00,121.52285,31.10598,07-11 14:35:00,07-11 14:35:00,121.51712,31.07559,711
3086856,1,Shanghai,2621,121.51888,31.07654,911,0,08-20 09:26:00,08-20 09:26:00,121.52271,31.106,08-20 11:58:00,08-20 11:58:00,121.51917,31.07632,820
128131,1,Shanghai,2621,121.51802,31.07639,911,0,09-23 11:22:00,09-23 11:22:00,121.52286,31.10772,09-23 19:24:00,09-23 19:24:00,121.49023,31.04014,923
1782825,1,Shanghai,2621,121.51809,31.07622,911,0,09-18 08:56:00,09-18 08:56:00,121.52291,31.10774,09-18 13:13:00,09-18 13:13:00,121.49022,31.04037,918
1943584,1,Shanghai,2621,121.51801,31.07632,911,0,08-18 09:51:00,08-18 09:51:00,121.52283,31.106,08-18 12:56:00,08-18 12:56:00,121.51821,31.07647,818
1896019,1,Shanghai,2621,121.51803,31.07638,911,0,09-18 08:55:00,09-18 08:55:00,121.52284,31.10788,09-18 11:16:00,09-18 11:16:00,121.51938,31.07683,918
4431679,1,Shanghai,2621,121.51808,31.07639,911,0,09-04 09:30:00,09-04 09:30:00,121.52282,31.10787,09-04 13:16:00,09-04 13:16:00,121.51838,31.07645,904
403970,1,Shanghai,2621,121.518,31.07627,911,0,10-09 19:02:00,10-09 19:02:00,121.52298,31.10779,10-09 20:00:00,10-09 20:00:00,121.50708,31.09521,1009
411524,1,Shanghai,2621,121.51792,31.07613,911,0,06-06 10:47:00,06-06 10:47:00,121.52272,31.106,06-06 12:54:00,06-06 12:54:00,121.51915,31.07633,606
492483,1,Shanghai,2621,121.5174,31.07621,911,0,07-21 14:34:00,07-21 14:34:00,121.52282,31.10592,07-21 15:32:00,07-21 15:32:00,121.51738,31.07621,721
2040712,1,Shanghai,2621,121.51731,31.07622,911,0,08-06 10:01:00,08-06 10:01:00,121.5228,31.10605,08-06 16:02:00,08-06 16:02:00,121.51702,31.07606,806
1655675,1,Shanghai,2621,121.51885,31.0765,911,0,09-23 11:22:00,09-23 11:22:00,121.5229,31.10788,09-23 13:16:00,09-23 13:16:00,121.51886,31.07647,923
3652541,1,Shanghai,2621,121.51799,31.07622,911,0,06-22 10:13:00,06-22 10:13:00,121.52276,31.10593,06-22 14:32:00,06-22 14:32:00,121.5195,31.07574,622
190224,1,Shanghai,2621,121.51725,31.07613,911,0,06-29 10:21:00,06-29 10:21:00,121.52288,31.10602,06-29 14:18:00,06-29 14:18:00,121.5175,31.07571,629
4446587,1,Shanghai,2621,121.51783,31.07619,911,0,07-15 12:21:00,07-15 12:21:00,121.52276,31.10606,07-15 15:43:00,07-15 15:43:00,121.51766,31.07555,715
1732837,1,Shanghai,2621,121.5188,31.07585,911,0,09-30 12:56:00,09-30 12:56:00,121.5229,31.10782,09-30 14:50:00,09-30 14:50:00,121.51835,31.07575,930
1593469,1,Shanghai,2621,121.51796,31.07639,911,0,10-01 08:56:00,10-01 08:56:00,121.52289,31.10787,10-01 09:53:00,10-01 09:53:00,121.51803,31.07649,1001
1942207,1,Shanghai,2621,121.518,31.0763,911,0,10-09 10:05:00,10-09 10:05:00,121.52294,31.10771,10-09 12:21:00,10-09 12:21:00,121.5184,31.07663,1009
1774007,1,Shanghai,2621,121.51756,31.0762,911,0,09-02 09:46:00,09-02 09:46:00,121.52281,31.10775,09-02 12:36:00,09-02 12:36:00,121.51711,31.07575,902
209561,1,Shanghai,2621,121.51874,31.07644,911,0,07-04 10:03:00,07-04 10:03:00,121.52273,31.10607,07-04 15:15:00,07-04 15:15:00,121.51912,31.07628,704
1361138,1,Shanghai,2621,121.51806,31.07626,911,0,08-19 09:24:00,08-19 09:24:00,121.52286,31.10608,08-19 13:04:00,08-19 13:04:00,121.51926,31.07547,819
3351326,1,Shanghai,2621,121.51791,31.07636,911,0,08-24 10:19:00,08-24 10:19:00,121.5228,31.10598,08-24 13:02:00,08-24 13:02:00,121.51711,31.0756,824
808243,1,Shanghai,2621,121.51871,31.07573,911,0,09-25 08:44:00,09-25 08:44:00,121.5229,31.1078,09-25 11:49:00,09-25 11:49:00,121.52612,31.08779,925
3594729,1,Shanghai,2621,121.51724,31.07627,911,0,09-03 10:46:00,09-03 10:46:00,121.52294,31.10775,09-03 14:00:00,09-03 14:00:00,121.51742,31.07617,903
4148003,1,Shanghai,2621,121.51881,31.07587,911,0,06-19 10:22:00,06-19 10:22:00,121.52275,31.10604,06-19 12:41:00,06-19 12:41:00,121.5193,31.07572,619
52684,1,Shanghai,2621,121.51793,31.07635,911,0,09-16 09:26:00,09-16 09:26:00,121.52296,31.10776,09-16 11:37:00,09-16 11:37:00,121.51738,31.07554,916
3093512,1,Shanghai,2621,121.51794,31.07629,911,0,07-20 09:24:00,07-20 09:24:00,121.52285,31.10599,07-20 13:30:00,07-20 13:30:00,121.51938,31.07571,720
885440,1,Shanghai,2621,121.51887,31.07646,911,0,10-09 10:05:00,10-09 10:05:00,121.52284,31.1078,10-09 20:42:00,10-09 20:42:00,121.47714,31.11566,1009
176549,1,Shanghai,2621,121.51805,31.07634,911,0,09-13 09:17:00,09-13 09:17:00,121.52296,31.10789,09-13 11:08:00,09-13 11:08:00,121.51724,31.07618,913
787342,1,Shanghai,2621,121.51809,31.0763,911,0,10-10 09:39:00,10-10 09:39:00,121.52298,31.1078,10-10 19:09:00,10-10 19:09:00,121.50214,31.04633,1010
2036796,1,Shanghai,2621,121.51919,31.07605,911,0,07-07 14:11:00,07-07 14:11:00,121.52272,31.10594,07-07 16:24:00,07-07 16:24:00,121.51917,31.07602,707
2865472,1,Shanghai,2621,121.51897,31.07583,911,0,06-11 14:39:00,06-11 14:39:00,121.52286,31.10603,06-11 17:03:00,06-11 17:03:00,121.51923,31.07582,611
960996,1,Shanghai,2621,121.51793,31.07615,911,0,07-25 09:49:00,07-25 09:49:00,121.5228,31.10593,07-25 13:14:00,07-25 13:14:00,121.51733,31.07622,725
4502704,1,Shanghai,2621,121.51795,31.0762,911,0,06-25 10:20:00,06-25 10:20:00,121.5228,31.10603,06-25 14:11:00,06-25 14:11:00,121.51918,31.07605,625
1384774,1,Shanghai,2621,121.51798,31.07634,911,0,09-18 08:56:00,09-18 08:56:00,121.52299,31.10783,09-18 10:50:00,09-18 10:50:00,121.51831,31.07561,918
3205893,1,Shanghai,2621,121.51788,31.07613,911,0,06-09 12:22:00,06-09 12:22:00,121.52272,31.10594,06-09 12:23:00,06-09 12:23:00,121.51815,31.07622,609
1894509,1,Shanghai,2621,121.51792,31.07625,911,0,07-29 09:49:00,07-29 09:49:00,121.52275,31.106,07-29 13:12:00,07-29 13:12:00,121.51911,31.07616,729
1259340,1,Shanghai,2621,121.51752,31.07563,911,0,09-01 09:18:00,09-01 09:18:00,121.5229,31.10785,09-01 11:44:00,09-01 11:44:00,121.51737,31.07548,901
63859,1,Shanghai,2621,121.51751,31.0756,911,0,08-21 10:15:00,08-21 10:15:00,121.52281,31.10609,08-21 12:57:00,08-21 12:57:00,121.51722,31.07558,821
1600096,1,Shanghai,2621,121.5179,31.07618,911,0,07-03 09:51:00,07-03 09:51:00,121.52273,31.10594,07-03 12:52:00,07-03 12:52:00,121.51947,31.07573,703
3711892,1,Shanghai,2621,121.51797,31.07635,911,0,09-27 10:41:00,09-27 10:41:00,121.52296,31.10785,09-27 13:11:00,09-27 13:11:00,121.51726,31.07553,927
2410443,1,Shanghai,2621,121.51887,31.0758,911,0,09-20 09:14:00,09-20 09:14:00,121.52293,31.10776,09-20 13:27:00,09-20 13:27:00,121.51887,31.07574,920
2436572,1,Shanghai,2621,121.51805,31.07633,911,0,08-24 10:45:00,08-24 10:45:00,121.52289,31.10596,08-24 13:34:00,08-24 13:34:00,121.51914,31.07665,824
4437075,1,Shanghai,2621,121.51887,31.07654,911,0,10-08 09:48:00,10-08 09:48:00,121.52287,31.10789,10-08 12:18:00,10-08 12:18:00,121.51934,31.07609,1008
839869,1,Shanghai,2621,121.51796,31.07637,911,0,08-10 10:02:00,08-10 10:02:00,121.52279,31.10599,08-10 14:47:00,08-10 14:47:00,121.51927,31.07594,810
2036894,1,Shanghai,2621,121.51781,31.0762,911,0,08-02 11:51:00,08-02 11:51:00,121.52279,31.10603,08-02 13:53:00,08-02 13:53:00,121.51725,31.07566,802
3396563,1,Shanghai,2621,121.51894,31.07608,911,0,10-06 08:53:00,10-06 08:53:00,121.52289,31.10786,10-06 10:15:00,10-06 10:15:00,121.51932,31.07575,1006
3435888,1,Shanghai,2621,121.51883,31.07623,911,0,07-22 15:07:00,07-22 15:07:00,121.52271,31.10599,07-22 15:51:00,07-22 15:51:00,121.51889,31.07624,722
4111064,1,Shanghai,2621,121.51753,31.07629,911,0,06-13 17:17:00,06-13 17:17:00,121.52271,31.10591,06-13 19:29:00,06-13 19:29:00,121.52,31.07708,613
1705938,1,Shanghai,2621,121.51795,31.07613,911,0,06-25 10:21:00,06-25 10:21:00,121.52289,31.10602,06-25 13:21:00,06-25 13:21:00,121.51734,31.07569,625
4248499,1,Shanghai,2621,121.51794,31.07632,911,0,09-22 09:34:00,09-22 09:34:00,121.52296,31.10771,09-22 12:52:00,09-22 12:52:00,121.51949,31.07689,922
629047,1,Shanghai,2621,121.51786,31.0764,911,0,06-12 11:45:00,06-12 11:45:00,121.52283,31.10594,06-12 15:05:00,06-12 15:05:00,121.518,31.07669,612
2933140,1,Shanghai,2621,121.51796,31.07636,911,0,08-19 09:23:00,08-19 09:23:00,121.52274,31.10594,08-19 12:22:00,08-19 12:22:00,121.51732,31.07554,819
2287920,1,Shanghai,2621,121.51741,31.07628,911,0,06-12 11:36:00,06-12 11:36:00,121.52272,31.10607,06-12 15:00:00,06-12 15:00:00,121.51704,31.0756,612
3216926,1,Shanghai,2621,121.51755,31.07628,911,0,06-28 10:01:00,06-28 10:01:00,121.52284,31.10595,06-28 13:50:00,06-28 13:50:00,121.51932,31.07588,628
703814,1,Shanghai,2621,121.51875,31.07657,911,0,07-30 10:13:00,07-30 10:13:00,121.52284,31.10603,07-30 15:03:00,07-30 15:03:00,121.51859,31.0769,730
3761948,1,Shanghai,2621,121.5179,31.07611,911,0,07-27 10:00:00,07-27 10:00:00,121.52289,31.10607,07-27 13:38:00,07-27 13:38:00,121.51713,31.07568,727
1233616,1,Shanghai,2621,121.51793,31.07624,911,0,06-10 12:02:00,06-10 12:02:00,121.52284,31.10598,06-10 15:51:00,06-10 15:51:00,121.5194,31.07562,610
759866,1,Shanghai,2621,121.51798,31.07613,911,0,06-18 12:44:00,06-18 12:44:00,121.52278,31.10591,06-18 12:53:00,06-18 12:53:00,121.51904,31.0763,618
2199512,1,Shanghai,2621,121.51884,31.07642,911,0,08-30 10:31:00,08-30 10:31:00,121.52296,31.10786,08-30 13:21:00,08-30 13:21:00,121.51902,31.07662,830
191545,1,Shanghai,2621,121.51793,31.07628,911,0,08-13 10:03:00,08-13 10:03:00,121.52282,31.10606,08-13 13:34:00,08-13 13:34:00,121.5194,31.07624,813
760272,1,Shanghai,2621,121.5179,31.07612,911,0,06-20 10:18:00,06-20 10:18:00,121.5228,31.10598,06-20 14:07:00,06-20 14:07:00,121.51914,31.07619,620
1188265,1,Shanghai,2621,121.51808,31.0763,911,0,08-24 10:45:00,08-24 10:45:00,121.52272,31.10602,08-24 13:40:00,08-24 13:40:00,121.51883,31.07603,824
2456248,1,Shanghai,2621,121.51877,31.07645,911,0,07-28 09:47:00,07-28 09:47:00,121.52289,31.106,07-28 13:43:00,07-28 13:43:00,121.5191,31.07628,728
2682282,1,Shanghai,2621,121.51756,31.07554,911,0,09-14 09:42:00,09-14 09:42:00,121.52284,31.1078,09-14 11:43:00,09-14 11:43:00,121.51727,31.07563,914
1611145,1,Shanghai,2621,121.51889,31.07649,911,0,06-29 10:20:00,06-29 10:20:00,121.52286,31.10598,06-29 14:47:00,06-29 14:47:00,121.51908,31.07623,629
1499763,1,Shanghai,2621,121.51799,31.07637,911,0,10-09 10:05:00,10-09 10:05:00,121.52285,31.10781,10-09 12:56:00,10-09 12:56:00,121.51903,31.07619,1009
3953060,1,Shanghai,2621,121.51799,31.0762,911,0,06-14 10:24:00,06-14 10:24:00,121.52274,31.10607,06-14 12:08:00,06-14 12:08:00,121.51756,31.07588,614
1851383,1,Shanghai,2621,121.51811,31.07664,911,0,10-10 09:39:00,10-10 09:39:00,121.52285,31.10783,10-10 11:49:00,10-10 11:49:00,121.5182,31.07658,1010
271267,1,Shanghai,2621,121.51747,31.07627,911,0,06-09 10:10:00,06-09 10:10:00,121.52284,31.10604,06-09 12:48:00,06-09 12:48:00,121.51956,31.07561,609
2222523,1,Shanghai,2621,121.51892,31.07583,911,0,10-02 08:48:00,10-02 08:48:00,121.52289,31.10789,10-02 17:42:00,10-02 17:42:00,121.51022,31.11534,1002
3648287,1,Shanghai,2621,121.51795,31.07646,911,0,09-19 09:56:00,09-19 09:56:00,121.52298,31.10778,09-19 13:50:00,09-19 13:50:00,121.51817,31.07637,919
169499,1,Shanghai,2621,121.51795,31.07628,911,0,09-03 09:54:00,09-03 09:54:00,121.52281,31.10773,09-03 14:41:00,09-03 14:41:00,121.51925,31.07571,903
4403313,1,Shanghai,2621,121.51804,31.07651,911,0,06-29 15:17:00,06-29 15:17:00,121.52283,31.10596,06-29 17:57:00,06-29 17:57:00,121.52013,31.07713,629
4059269,1,Shanghai,2621,121.51886,31.0759,911,0,10-08 09:45:00,10-08 09:45:00,121.52292,31.10778,10-08 12:05:00,10-08 12:05:00,121.51913,31.07578,1008
3831184,1,Shanghai,2621,121.51754,31.07617,911,0,07-15 12:19:00,07-15 12:19:00,121.52279,31.10598,07-15 15:38:00,07-15 15:38:00,121.51731,31.07567,715
660227,1,Shanghai,2621,121.51793,31.0762,911,0,07-05 10:11:00,07-05 10:11:00,121.52289,31.10601,07-05 14:44:00,07-05 14:44:00,121.51737,31.07576,705
596679,1,Shanghai,2621,121.5179,31.07613,911,0,06-23 09:34:00,06-23 09:34:00,121.52285,31.10594,06-23 14:31:00,06-23 14:31:00,121.51816,31.07628,623
929895,1,Shanghai,2621,121.51876,31.07644,911,0,07-19 09:42:00,07-19 09:42:00,121.52281,31.10608,07-19 14:24:00,07-19 14:24:00,121.51933,31.07546,719
3155865,1,Shanghai,2621,121.51787,31.07623,911,0,06-08 10:47:00,06-08 10:47:00,121.52283,31.10604,06-08 13:42:00,06-08 13:42:00,121.51719,31.07579,608
1410818,1,Shanghai,2621,121.5175,31.07559,911,0,09-03 10:46:00,09-03 10:46:00,121.52286,31.10787,09-03 13:51:00,09-03 13:51:00,121.51725,31.07568,903
2482621,1,Shanghai,2621,121.51747,31.07556,911,0,09-08 09:35:00,09-08 09:35:00,121.52293,31.10788,09-08 11:49:00,09-08 11:49:00,121.51725,31.07574,908
2623208,1,Shanghai,2621,121.51792,31.07626,911,0,07-20 09:27:00,07-20 09:27:00,121.52287,31.106,07-20 13:40:00,07-20 13:40:00,121.51892,31.07644,720
176803,1,Shanghai,2621,121.51882,31.07655,911,0,07-01 11:30:00,07-01 11:30:00,121.52272,31.10602,07-01 15:43:00,07-01 15:43:00,121.51907,31.07626,701
1042061,1,Shanghai,2621,121.51729,31.07611,911,0,06-22 09:46:00,06-22 09:46:00,121.52273,31.10596,06-22 12:14:00,06-22 12:14:00,121.5193,31.07925,622
1199309,1,Shanghai,2621,121.51808,31.07622,911,0,06-02 11:33:00,06-02 11:33:00,121.52281,31.10598,06-02 14:07:00,06-02 14:07:00,121.51822,31.07627,602
2509250,1,Shanghai,2621,121.51884,31.0759,911,0,08-07 09:23:00,08-07 09:23:00,121.52274,31.10592,08-07 11:48:00,08-07 11:48:00,121.51907,31.07569,807
192208,1,Shanghai,2621,121.5189,31.07595,911,0,09-17 09:16:00,09-17 09:16:00,121.52288,31.10773,09-17 13:18:00,09-17 13:18:00,121.51044,31.06383,917
1326747,1,Shanghai,2621,121.51887,31.07577,911,0,09-04 09:30:00,09-04 09:30:00,121.52296,31.10776,09-04 13:52:00,09-04 13:52:00,121.51955,31.07599,904
678792,1,Shanghai,2621,121.51745,31.0756,911,0,10-08 09:45:00,10-08 09:45:00,121.52297,31.10786,10-08 11:21:00,10-08 11:21:00,121.5172,31.07561,1008
2607017,1,Shanghai,2621,121.51899,31.07592,911,0,06-02 16:26:00,06-02 16:26:00,121.52289,31.10598,06-02 21:03:00,06-02 21:03:00,121.5193,31.07616,602
1734157,1,Shanghai,2621,121.51902,31.07598,911,0,07-26 09:34:00,07-26 09:34:00,121.5228,31.10606,07-26 14:12:00,07-26 14:12:00,121.51889,31.07606,726
3310374,1,Shanghai,2621,121.51809,31.0763,911,0,08-23 10:30:00,08-23 10:30:00,121.52282,31.10597,08-23 13:49:00,08-23 13:49:00,121.51835,31.07611,823
4401466,1,Shanghai,2621,121.51801,31.07634,911,0,08-15 09:14:00,08-15 09:14:00,121.52286,31.10606,08-15 12:11:00,08-15 12:11:00,121.51791,31.07638,815
3852021,1,Shanghai,2621,121.51807,31.07624,911,0,08-27 10:20:00,08-27 10:20:00,121.52276,31.106,08-27 12:56:00,08-27 12:56:00,121.51722,31.07555,827
2157334,1,Shanghai,2621,121.51742,31.07621,911,0,06-12 11:37:00,06-12 11:37:00,121.52289,31.106,06-12 15:20:00,06-12 15:20:00,121.51954,31.07579,612
3108716,1,Shanghai,2621,121.51805,31.0763,911,0,10-07 12:00:00,10-07 12:00:00,121.52296,31.10775,10-07 13:36:00,10-07 13:36:00,121.5204,31.1022,1007
4484449,1,Shanghai,2621,121.51874,31.07659,911,0,10-11 09:37:00,10-11 09:37:00,121.52282,31.10776,10-11 12:44:00,10-11 12:44:00,121.51864,31.07642,1011
1029281,1,Shanghai,2621,121.51741,31.07614,911,0,09-17 09:16:00,09-17 09:16:00,121.52294,31.10789,09-17 11:33:00,09-17 11:33:00,121.51914,31.07619,917
4200170,1,Shanghai,2621,121.5175,31.07551,911,0,10-01 08:56:00,10-01 08:56:00,121.52299,31.10782,10-01 17:05:00,10-01 17:05:00,121.59677,31.09391,1001
3247251,1,Shanghai,2621,121.51796,31.07622,911,0,07-20 09:25:00,07-20 09:25:00,121.52279,31.10607,07-20 13:02:00,07-20 13:02:00,121.51827,31.07577,720
3443548,1,Shanghai,2621,121.51885,31.07583,911,0,10-07 12:00:00,10-07 12:00:00,121.52296,31.10783,10-07 13:13:00,10-07 13:13:00,121.51869,31.07612,1007
917860,1,Shanghai,2621,121.51793,31.07615,911,0,06-10 12:02:00,06-10 12:02:00,121.52271,31.10597,06-10 16:08:00,06-10 16:08:00,121.51723,31.07577,610
3611120,1,Shanghai,2621,121.51885,31.07594,911,0,08-04 09:50:00,08-04 09:50:00,121.52274,31.10608,08-04 13:40:00,08-04 13:40:00,121.51917,31.07583,804
784657,1,Shanghai,2621,121.51823,31.07599,911,0,06-10 12:12:00,06-10 12:12:00,121.52288,31.10607,06-10 16:15:00,06-10 16:15:00,121.51767,31.07516,610
217419,1,Shanghai,2621,121.51794,31.07621,911,0,07-18 09:55:00,07-18 09:55:00,121.52273,31.10605,07-18 14:14:00,07-18 14:14:00,121.51928,31.07579,718
2830652,1,Shanghai,2621,121.51799,31.07624,911,0,08-25 09:45:00,08-25 09:45:00,121.52288,31.10601,08-25 11:57:00,08-25 11:57:00,121.51802,31.07649,825
1915109,1,Shanghai,2621,121.51751,31.07568,911,0,07-12 11:22:00,07-12 11:22:00,121.52271,31.10599,07-12 14:46:00,07-12 14:46:00,121.51725,31.0756,712
348780,1,Shanghai,2621,121.51758,31.07561,911,0,08-09 09:16:00,08-09 09:16:00,121.5228,31.10593,08-09 11:17:00,08-09 11:17:00,121.51722,31.07557,809
2151678,1,Shanghai,2621,121.51785,31.07615,911,0,08-02 11:50:00,08-02 11:50:00,121.52272,31.10594,08-02 14:28:00,08-02 14:28:00,121.51881,31.07641,802
2557747,1,Shanghai,2621,121.51799,31.07631,911,0,09-19 09:56:00,09-19 09:56:00,121.52294,31.10781,09-19 16:12:00,09-19 16:12:00,121.53895,31.07268,919
1985671,1,Shanghai,2621,121.51886,31.07646,911,0,09-21 11:02:00,09-21 11:02:00,121.52297,31.10788,09-21 13:02:00,09-21 13:02:00,121.51913,31.07637,921
1638435,1,Shanghai,2621,121.51792,31.07628,911,0,08-11 11:04:00,08-11 11:04:00,121.52287,31.106,08-11 13:26:00,08-11 13:26:00,121.51819,31.07642,811
3382396,1,Shanghai,2621,121.51799,31.07637,911,0,09-23 11:22:00,09-23 11:22:00,121.52281,31.10783,09-23 13:21:00,09-23 13:21:00,121.51927,31.07634,923
3931262,1,Shanghai,2621,121.51895,31.07581,911,0,10-11 09:37:00,10-11 09:37:00,121.52298,31.10772,10-11 12:50:00,10-11 12:50:00,121.51865,31.07565,1011
2026770,1,Shanghai,2621,121.51804,31.0763,911,0,09-28 09:35:00,09-28 09:35:00,121.52298,31.10779,09-28 11:48:00,09-28 11:48:00,121.51798,31.07628,928
1083562,1,Shanghai,2621,121.51767,31.07548,911,0,07-24 09:29:00,07-24 09:29:00,121.52283,31.10606,07-24 12:14:00,07-24 12:14:00,121.5172,31.07545,724
1305353,1,Shanghai,2621,121.51792,31.07624,911,0,06-07 10:08:00,06-07 10:08:00,121.5228,31.10609,06-07 12:52:00,06-07 12:52:00,121.51907,31.07619,607
499937,1,Shanghai,2621,121.518,31.07623,911,0,10-09 10:05:00,10-09 10:05:00,121.52294,31.10779,10-09 12:14:00,10-09 12:14:00,121.51751,31.07635,1009
195753,1,Shanghai,2621,121.51759,31.07542,911,0,06-15 10:07:00,06-15 10:07:00,121.52285,31.10594,06-15 14:33:00,06-15 14:33:00,121.51737,31.07567,615
