delivery_id,source_lat,source_lng,dest_lat,dest_lng,distance_km,vehicle_type,driver_id,package_weight_kg,order_time,scheduled_delivery_time,actual_delivery_time,traffic_level,weather_condition,road_type,delayed
3086902,31.10782,121.52296,31.07622,121.51798,3.5456129477777107,ev van,2621,37.484103426182664,2024-09-21 11:02:00,2024-09-21 11:46:10.947107468,2024-09-21 12:22:00,Medium,cold,Highway,1
3975049,31.10779,121.52298,31.0756,121.51757,3.6162447221449523,bike,2690,19.477852413257782,2024-09-19 13:30:00,2024-09-19 14:14:27.898733313,2024-09-19 15:40:00,Medium,clear,Highway,1
3099330,31.106,121.52287,31.07578,121.51935,3.3769858958365995,bike,4467,29.73801667583991,2024-08-11 14:34:00,2024-08-11 15:17:30.476615001,2024-08-11 16:03:00,Medium,clear,Highway,1
3074840,31.10597,121.52285,31.07648,121.51778,3.314486022538747,ev bike,4467,17.866692583083484,2024-08-22 17:25:00,2024-08-22 18:08:15.476645409,2024-08-22 18:23:00,Very High,clear,Highway,1
3504950,31.10594,121.52282,31.07617,121.51903,3.329887142760454,scooter,4467,12.942168459006803,2024-08-22 17:28:00,2024-08-22 18:11:19.172914262,2024-08-22 18:29:00,Very High,stormy,Highway,1
1206286,31.10784,121.52291,31.07535,121.51758,3.6481986181053228,bike,4467,21.054296836535055,2024-09-17 14:22:00,2024-09-17 15:06:35.567668345,2024-09-17 15:04:00,Medium,stormy,Highway,0
3508263,31.10772,121.52291,31.07621,121.51733,3.543810331475717,van,4467,17.979308718979553,2024-09-02 13:30:00,2024-09-02 14:14:10.514479552,2024-09-02 17:57:00,Medium,cold,Highway,1
4385630,31.10593,121.52281,31.09436,121.55683,3.485266951668806,van,246,18.697187036878386,2024-07-22 09:18:00,2024-07-22 10:01:56.464068399,2024-07-22 11:00:00,High,rainy,Highway,1
4021231,31.10591,121.52282,31.09504,121.55769,3.533217908975153,scooter,2923,41.89009452793641,2024-07-06 09:49:00,2024-07-06 10:33:07.972298152,2024-07-06 11:32:00,High,clear,Highway,1
3834233,31.10605,121.52274,31.09446,121.55684,3.493163505484464,ev bike,3443,21.494770706869186,2024-08-15 09:47:00,2024-08-15 10:30:58.359241315,2024-08-15 10:47:00,High,foggy,Highway,1
4025064,31.10774,121.52285,31.09764,121.55144,2.9446288121430158,van,246,15.620815038712925,2024-09-04 10:03:00,2024-09-04 10:44:46.710914913,2024-09-04 10:26:00,High,stormy,City,0
1067979,31.10595,121.52287,31.09766,121.55283,2.9977594942282204,van,246,25.549352041191568,2024-07-27 13:22:00,2024-07-27 14:03:59.462278616,2024-07-27 13:52:00,Medium,hot,City,0
3947075,31.10607,121.52279,31.09775,121.55167,2.9011455611891774,van,246,26.643513730452455,2024-07-28 09:44:00,2024-07-28 10:25:36.274934684,2024-07-28 11:46:00,High,foggy,City,1
3176382,31.10601,121.52279,31.09766,121.55131,2.8697595858817246,ev bike,246,8.092001214487887,2024-07-25 14:52:00,2024-07-25 15:33:28.742300610,2024-07-25 16:18:00,Medium,stormy,City,1
3556411,31.10601,121.52274,31.0977,121.5514,2.8809451832222424,ev van,246,20.858198447561065,2024-07-21 11:36:00,2024-07-21 12:17:31.426843974,2024-07-21 13:41:00,Medium,rainy,City,1
3282467,31.10788,121.52292,31.09775,121.55139,2.935345652546248,bike,246,20.27945669036483,2024-08-28 09:47:00,2024-08-28 10:28:44.482956612,2024-08-28 11:13:00,High,cold,City,1
2591261,31.10604,121.52275,31.09752,121.55274,3.00843380706737,truck,246,22.67241454711896,2024-07-13 15:02:00,2024-07-13 15:44:02.024113694,2024-07-13 17:29:00,High,foggy,Highway,1
2971075,31.10606,121.5228,31.09763,121.55132,2.872649714033348,truck,246,35.57077027472478,2024-07-24 12:24:00,2024-07-24 13:05:29.435931369,2024-07-24 14:32:00,Medium,clear,City,1
3448828,31.10776,121.52299,31.09769,121.55141,2.928395011411858,scooter,246,27.10968965560696,2024-09-18 12:18:00,2024-09-18 12:59:42.814802738,2024-09-18 12:47:00,Medium,rainy,City,0
2348125,31.10597,121.52281,31.09761,121.55144,2.880031393231313,ev bike,296,42.78971550532836,2024-08-19 09:35:00,2024-08-19 10:16:31.207534375,2024-08-19 10:47:00,High,clear,City,1
2685262,31.10604,121.52283,31.09767,121.55278,2.999600254117244,bike,296,24.978353876004913,2024-08-21 11:10:00,2024-08-21 11:51:59.904060986,2024-08-21 11:44:00,Medium,rainy,City,0
3495990,31.10606,121.52287,31.09763,121.55142,2.875349839636433,bike,2923,50.665897155125585,2024-08-07 09:51:00,2024-08-07 10:32:30.083961512,2024-08-07 13:06:00,High,stormy,City,1
3035877,31.10778,121.52291,31.11352,121.53081,0.9864182873564086,truck,84,18.52517671801245,2024-10-02 17:52:00,2024-10-02 18:25:56.740388965,2024-10-02 18:02:00,Very High,foggy,City,0
901016,31.10785,121.52293,31.11105,121.54361,2.0006955984389667,scooter,74,14.088315102830846,2024-10-25 15:51:00,2024-10-25 16:29:00.166943626,2024-10-25 16:12:00,High,foggy,City,0
2073285,31.10596,121.52275,31.11096,121.54362,2.0632293235778865,ev bike,74,33.009905282009065,2024-06-17 09:05:00,2024-06-17 09:43:15.175037659,2024-06-17 09:54:00,High,cold,City,1
668861,31.10781,121.52293,31.11106,121.54363,2.00356498586966,van,74,44.74593123675507,2024-09-22 10:35:00,2024-09-22 11:13:00.855596608,2024-09-22 12:35:00,High,foggy,City,1
3265166,31.106,121.52274,31.11094,121.5437,2.069701155778949,scooter,74,5.33433760048747,2024-08-01 09:00:00,2024-08-01 09:38:16.728277387,2024-08-01 10:56:00,High,rainy,City,1
141775,31.10787,121.52295,31.111,121.5437,2.0058890567090892,bike,74,22.315405365565745,2024-10-04 11:06:00,2024-10-04 11:44:01.413373610,2024-10-04 12:01:00,Medium,cold,City,1
4047887,31.10788,121.52297,31.11104,121.54366,2.000846371365413,bike,74,16.369777676696074,2024-10-14 09:36:00,2024-10-14 10:14:00.203129127,2024-10-14 09:57:00,High,stormy,City,0
1812653,31.10609,121.52279,31.11108,121.54369,2.065678457506206,scooter,74,27.198475662057287,2024-06-22 14:41:00,2024-06-22 15:19:15.762829801,2024-06-22 16:37:00,Medium,stormy,City,1
830891,31.10781,121.52299,31.11097,121.54376,2.008346134929217,ev van,74,25.289841766523942,2024-10-29 08:44:00,2024-10-29 09:22:02.003072384,2024-10-29 09:09:00,Very High,hot,City,0
1781793,31.10774,121.52296,31.11103,121.54363,2.001564978845174,bike,74,44.4772273269865,2024-10-09 13:36:00,2024-10-09 14:14:00.375594921,2024-10-09 14:45:00,Medium,clear,City,1
3653537,31.10591,121.52285,31.11109,121.54374,2.0705405990300636,van,74,23.588265665748462,2024-08-16 18:23:00,2024-08-16 19:01:16.929743766,2024-08-16 18:54:00,Very High,foggy,City,0
3952093,31.10608,121.52276,31.111,121.54366,2.0636022193610652,ev bike,74,44.89970698858267,2024-06-14 14:59:00,2024-06-14 15:37:15.264532647,2024-06-14 16:33:00,Medium,foggy,City,1
123934,31.10594,121.52274,31.11093,121.54374,2.0748535868096782,ev bike,74,20.61832706681313,2024-06-25 13:44:00,2024-06-25 14:22:17.964860834,2024-06-25 15:21:00,Medium,clear,City,1
3730190,31.10778,121.52298,31.11099,121.54362,1.9971480552790952,van,74,38.4582034206112,2024-09-09 16:52:00,2024-09-09 17:29:59.315533266,2024-09-09 17:14:00,High,foggy,City,0
1534133,31.10595,121.52281,31.11096,121.54372,2.0671963562519964,ev bike,74,28.43147958731878,2024-08-25 09:26:00,2024-08-25 10:04:16.127125501,2024-08-25 09:58:00,High,clear,City,0
3667007,31.10787,121.52283,31.11092,121.54363,2.0090572382427747,van,74,50.00203788797775,2024-09-07 09:19:00,2024-09-07 09:57:02.173737177,2024-09-07 09:32:00,High,foggy,City,0
525321,31.10604,121.52282,31.11093,121.54368,2.0590482510117067,van,74,3.9231688195359617,2024-08-08 09:21:00,2024-08-08 09:59:14.171580243,2024-08-08 10:27:00,High,clear,City,1
1050596,31.10606,121.52274,31.11105,121.54361,2.062928051837049,van,74,8.422818296653846,2024-08-19 09:24:00,2024-08-19 10:02:15.102732440,2024-08-19 10:43:00,High,stormy,City,1
3534895,31.10781,121.52292,31.11098,121.54374,2.0132273294847267,ev van,74,51.4638609152024,2024-10-28 15:23:00,2024-10-28 16:01:03.174559076,2024-10-28 15:49:00,High,clear,City,0
1145453,31.106,121.5228,31.11108,121.54377,2.0748017039225415,ev bike,74,14.60985859658092,2024-06-27 10:14:00,2024-06-27 10:52:17.952408942,2024-06-27 11:36:00,High,stormy,City,1
403920,31.10776,121.52294,31.11086,121.5437,2.0062533778363467,bike,74,15.521718884830209,2024-10-19 14:20:00,2024-10-19 14:58:01.500810680,2024-10-19 15:12:00,Medium,cold,City,1
920995,31.10591,121.52288,31.11108,121.54374,2.0674880076707023,scooter,74,12.562920536177478,2024-08-15 09:01:00,2024-08-15 09:39:16.197121842,2024-08-15 10:34:00,High,foggy,City,1
2257779,31.10787,121.52287,31.11095,121.54372,2.0143134221730743,ev van,74,41.64753050035765,2024-10-08 10:51:00,2024-10-08 11:29:03.435221320,2024-10-08 11:07:00,High,stormy,City,0
3944118,31.10776,121.52285,31.11102,121.54367,2.0150037024909473,ev bike,74,7.1353875956556125,2024-10-16 10:56:00,2024-10-16 11:34:03.600888597,2024-10-16 11:18:00,High,hot,City,0
911437,31.10781,121.52297,31.11109,121.54363,2.0004246374719665,scooter,74,25.4684800077833,2024-10-18 11:56:00,2024-10-18 12:34:00.101912992,2024-10-18 12:14:00,Medium,cold,City,0
2286208,31.10775,121.52286,31.11109,121.54365,2.013815200672703,ev van,74,21.32926716266,2024-09-06 09:38:00,2024-09-06 10:16:03.315648163,2024-09-06 11:22:00,High,clear,City,1
2243954,31.10602,121.52285,31.11093,121.54372,2.0605548439418278,ev van,74,40.039240693056485,2024-07-27 09:49:00,2024-07-27 10:27:14.533162544,2024-07-27 10:14:00,High,rainy,City,0
1874207,31.10602,121.52289,31.11091,121.5437,2.0544578125785136,truck,74,17.046531397198688,2024-07-15 12:53:00,2024-07-15 13:31:13.069875019,2024-07-15 13:11:00,Medium,clear,City,0
1656640,31.10784,121.5229,31.11099,121.54369,2.010026279068353,van,74,31.11280933417941,2024-10-30 09:29:00,2024-10-30 10:07:02.406306976,2024-10-30 09:48:00,High,rainy,City,0
3594210,31.10781,121.52286,31.11051,121.54373,2.009448948067422,van,74,8.317087127832332,2024-10-16 15:12:00,2024-10-16 15:50:02.267747534,2024-10-16 15:27:00,High,clear,City,0
1988270,31.10772,121.52281,31.11109,121.54375,2.0284663321845207,bike,74,57.81939002150192,2024-09-24 13:34:00,2024-09-24 14:12:06.831919723,2024-09-24 13:48:00,Medium,clear,City,0
2089796,31.10592,121.52276,31.11105,121.54361,2.065340863099959,ev van,74,21.703276234418382,2024-07-06 11:51:00,2024-07-06 12:29:15.681807142,2024-07-06 12:21:00,Medium,stormy,City,0
3691991,31.10784,121.52288,31.111,121.54364,2.0074081797831753,bike,74,25.271817160849544,2024-08-31 12:26:00,2024-08-31 13:04:01.777963149,2024-08-31 13:51:00,Medium,clear,City,1
2808701,31.10772,121.52295,31.11099,121.54369,2.0077139739251897,bike,74,48.92250529726999,2024-09-14 09:09:00,2024-09-14 09:47:01.851353743,2024-09-14 09:34:00,High,clear,City,0
3513307,31.10603,121.52278,31.11106,121.54376,2.0742116081084223,van,74,16.71619422637446,2024-06-21 14:49:00,2024-06-21 15:27:17.810785946,2024-06-21 17:13:00,Medium,stormy,City,1
3906972,31.10606,121.52287,31.11106,121.54369,2.0586435927846214,truck,74,49.10395254475032,2024-06-19 10:34:00,2024-06-19 11:12:14.074462269,2024-06-19 11:17:00,High,cold,City,1
4000513,31.10779,121.52284,31.11103,121.54376,2.023971964911211,van,74,19.233606972761955,2024-10-20 12:51:00,2024-10-20 13:29:05.753271577,2024-10-20 13:04:00,Medium,foggy,City,0
3562524,31.10781,121.52299,31.1116,121.54294,1.945489372465996,van,84,34.79730242771153,2024-10-09 17:18:00,2024-10-09 17:55:46.917449392,2024-10-09 17:35:00,Very High,clear,City,0
102543,31.106,121.52272,31.11102,121.54377,2.080331883863223,scooter,296,16.91722811762722,2024-08-03 15:24:00,2024-08-03 16:02:19.279652128,2024-08-03 17:58:00,High,stormy,City,1
3537335,31.10597,121.52284,31.11109,121.54371,2.0668634789422033,bike,1631,5.661466930904519,2024-08-14 18:22:00,2024-08-14 19:00:16.047234945,2024-08-14 19:16:00,Very High,foggy,City,1
4474510,31.10773,121.52291,31.11073,121.54376,2.012823763126076,van,1631,31.10306409639537,2024-10-12 16:59:00,2024-10-12 17:37:03.077703150,2024-10-12 19:02:00,High,rainy,City,1
1737523,31.10607,121.52278,31.11091,121.54375,2.067696630449646,ev bike,1631,34.34045390858895,2024-06-21 18:01:00,2024-06-21 18:39:16.247191308,2024-06-21 19:56:00,Very High,cold,City,1
3046444,31.10592,121.52273,31.11096,121.54367,2.0708475300409197,bike,1631,6.238378848119942,2024-06-24 19:25:00,2024-06-24 20:03:17.003407210,2024-06-24 20:15:00,Low,clear,City,1
594875,31.10603,121.52272,31.11096,121.54362,2.063898194496828,van,1631,20.733880100347,2024-06-29 17:24:00,2024-06-29 18:02:15.335566677,2024-06-29 17:42:00,Very High,clear,City,0
2912728,31.10781,121.52296,31.10052,121.53427,1.347814177075063,bike,534,42.39919843872768,2024-10-28 12:57:00,2024-10-28 13:32:23.475402499,2024-10-28 14:04:00,Medium,rainy,City,1
1675545,31.10782,121.52282,31.1006,121.53416,1.3454378245588827,ev bike,534,33.768804552002194,2024-10-31 15:46:00,2024-10-31 16:21:22.905077895,2024-10-31 20:39:00,High,foggy,City,1
2611252,31.10594,121.52285,31.10059,121.53413,1.2277170313499364,scooter,1005,19.46718643466264,2024-08-26 09:43:00,2024-08-26 10:17:54.652087524,2024-08-26 11:13:00,High,hot,City,1
3682616,31.10606,121.52281,31.1006,121.53426,1.247804955791107,bike,1005,16.560252171232378,2024-08-12 14:41:00,2024-08-12 15:15:59.473189390,2024-08-12 15:51:00,Medium,cold,City,1
3201498,31.10601,121.52283,31.1014,121.53472,1.242685229925472,ev bike,2923,53.13956371086593,2024-07-17 15:28:00,2024-07-17 16:02:58.244455182,2024-07-17 17:28:00,High,rainy,City,1
2857800,31.10598,121.52289,31.16023,121.50191,6.354242890746651,scooter,74,4.355418333821049,2024-07-24 11:09:00,2024-07-24 12:04:25.018293777,2024-07-24 12:05:00,Medium,stormy,Highway,1
3150035,31.106,121.52279,31.16015,121.50193,6.340101899994433,ev bike,74,24.295293235417013,2024-07-31 08:58:00,2024-07-31 09:53:21.624456000,2024-07-31 10:23:00,Very High,rainy,Highway,1
201383,31.10788,121.52286,31.16015,121.50197,6.142836269386739,ev bike,74,4.100161853801435,2024-09-18 11:01:00,2024-09-18 11:55:34.280704652,2024-09-18 12:08:00,Medium,rainy,Highway,1
4481795,31.10603,121.52286,31.16017,121.50207,6.336962117572814,ev van,74,44.03802611314291,2024-08-07 11:07:00,2024-08-07 12:02:20.870908219,2024-08-07 12:04:00,Medium,hot,Highway,1
1248064,31.10786,121.52285,31.16023,121.50195,6.153665640380265,van,74,25.04354081697707,2024-09-15 10:48:00,2024-09-15 11:42:36.879753690,2024-09-15 11:47:00,High,cold,Highway,1
2114051,31.10602,121.5228,31.10564,121.55247,2.825099112058347,truck,246,27.706020975850006,2024-07-15 11:52:00,2024-07-15 12:33:18.023786894,2024-07-15 12:31:00,Medium,clear,City,0
910557,31.10781,121.52296,31.10548,121.55257,2.8309270237115864,van,246,64.93117802538893,2024-09-28 09:16:00,2024-09-28 09:57:19.422485689,2024-09-28 09:41:00,High,cold,City,0
171982,31.10607,121.52272,31.10551,121.55257,2.84260361512302,truck,296,16.618488734411486,2024-08-17 14:17:00,2024-08-17 14:58:22.224867630,2024-08-17 19:46:00,Medium,stormy,City,1
1506263,31.10591,121.52274,31.12358,121.50728,2.4549064506773877,truck,84,50.27059560432786,2024-08-02 13:53:00,2024-08-02 14:32:49.177548162,2024-08-02 14:09:00,Medium,clear,City,0
2490567,31.10599,121.52275,31.1231,121.50707,2.418231587954966,bike,84,19.531602406277003,2024-08-20 17:57:00,2024-08-20 18:36:40.375581109,2024-08-20 19:01:00,Very High,cold,City,1
1174932,31.10784,121.52296,31.12375,121.5072,2.3196240286496805,scooter,84,21.790635795294275,2024-10-18 17:18:00,2024-10-18 17:57:16.709766876,2024-10-18 18:17:00,Very High,stormy,City,1
4410809,31.10782,121.52288,31.12442,121.50764,2.3477457468264054,scooter,84,63.052948744971836,2024-09-21 13:50:00,2024-09-21 14:29:23.458979239,2024-09-21 14:22:00,Medium,cold,City,0
2748754,31.10592,121.52281,31.12394,121.50775,2.4638120987818035,scooter,84,22.83124425978059,2024-06-10 19:26:00,2024-06-10 20:05:51.314903708,2024-06-10 20:30:00,Low,rainy,City,1
2273286,31.10606,121.52283,31.1238,121.50805,2.4229834933241525,ev van,84,5.3980180821158354,2024-05-19 11:20:00,2024-05-19 11:59:41.516038396,2024-05-19 13:19:00,Medium,clear,City,1
2261404,31.10596,121.52273,31.12339,121.5069,2.4550626649103773,truck,84,29.1966936543614,2024-07-31 17:27:00,2024-07-31 18:06:49.215039577,2024-07-31 18:10:00,Very High,rainy,City,1
1670438,31.10601,121.52275,31.12344,121.50796,2.3955652769434987,ev van,84,22.663900374912927,2024-07-01 17:30:00,2024-07-01 18:09:34.935666465,2024-07-01 17:43:00,Very High,hot,City,0
1550540,31.10789,121.5229,31.12407,121.50799,2.2916202253418048,ev bike,84,30.42057403129106,2024-10-05 16:51:00,2024-10-05 17:30:09.988854080,2024-10-05 17:18:00,High,foggy,City,0
3720558,31.10596,121.5228,31.12474,121.50752,2.5449257967493506,truck,84,23.22627593278055,2024-07-10 15:06:00,2024-07-10 15:46:10.782191218,2024-07-10 15:39:00,High,rainy,City,0
4266804,31.10777,121.52296,31.1244,121.50776,2.348021144935699,ev van,296,56.98031150774858,2024-09-18 13:47:00,2024-09-18 14:26:23.525074785,2024-09-18 14:41:00,Medium,clear,City,1
2140371,31.10594,121.52287,31.12528,121.50779,2.585643431334521,van,1079,33.14544723720882,2024-08-03 17:39:00,2024-08-03 18:19:20.554423521,2024-08-03 18:08:00,Very High,hot,City,0
3007201,31.10774,121.52299,31.1241,121.5079,2.3179480068359433,ev bike,1089,9.700093148617281,2024-10-29 15:14:00,2024-10-29 15:53:16.307521639,2024-10-29 15:18:00,High,foggy,City,0
2665465,31.10789,121.52282,31.12488,121.50772,2.3738953266857292,truck,1462,26.935468623537155,2024-09-07 13:40:00,2024-09-07 14:19:29.734878405,2024-09-07 15:53:00,Medium,stormy,City,1
1520479,31.1078,121.5229,31.12504,121.50739,2.4196937433942147,bike,1517,13.656286147661241,2024-10-21 15:11:00,2024-10-21 15:50:40.726498413,2024-10-21 16:01:00,High,stormy,City,1
279561,31.1078,121.52287,31.12426,121.50755,2.3402655374793926,ev van,1625,21.586580881555246,2024-10-31 10:17:00,2024-10-31 10:56:21.663728996,2024-10-31 11:21:00,High,cold,City,1
3167678,31.10784,121.52284,31.12379,121.50791,2.2727885255727545,ev bike,1625,12.06408186645023,2024-10-28 16:21:00,2024-10-28 17:00:05.469246136,2024-10-28 17:03:00,High,hot,City,1
266467,31.10776,121.52299,31.12403,121.5075,2.333971937009745,truck,1625,55.42237351919445,2024-10-31 10:12:00,2024-10-31 10:51:20.153264882,2024-10-31 10:51:00,High,hot,City,0
1562650,31.10775,121.52289,31.1236,121.5073,2.3040836855923796,van,1625,15.211625074838267,2024-10-31 10:12:00,2024-10-31 10:51:12.980084540,2024-10-31 11:07:00,High,cold,City,1
4372902,31.10786,121.52284,31.12366,121.50726,2.299218651085058,ev bike,1625,35.02527805097411,2024-10-30 11:43:00,2024-10-30 12:22:11.812476261,2024-10-30 11:54:00,Medium,hot,City,0
2406803,31.10771,121.52289,31.12417,121.50794,2.3184798871733605,ev bike,1625,20.497930806038564,2024-10-31 10:13:00,2024-10-31 10:52:16.435172923,2024-10-31 10:58:00,High,rainy,City,1
1761207,31.10776,121.52284,31.12326,121.50725,2.2744541935872946,truck,1625,8.501049131526582,2024-10-30 10:00:00,2024-10-30 10:39:05.869006459,2024-10-30 11:39:00,High,foggy,City,1
2738467,31.10771,121.52282,31.12386,121.50803,2.281937977880925,bike,1625,27.985853821626073,2024-10-30 09:56:00,2024-10-30 10:35:07.665114690,2024-10-30 12:22:00,High,cold,City,1
1424206,31.10775,121.5229,31.12319,121.5074,2.2638093801893726,bike,1625,30.90330356598468,2024-10-28 16:22:00,2024-10-28 17:01:03.314251245,2024-10-28 18:59:00,High,clear,City,1
2502312,31.10781,121.52295,31.12409,121.50782,2.3133418638561594,scooter,1625,33.17261398092351,2024-10-30 18:06:00,2024-10-30 18:45:15.202047326,2024-10-30 18:07:00,Very High,hot,City,0
1425800,31.10788,121.52292,31.12414,121.50758,2.324110297481533,ev van,1625,12.53188569171226,2024-10-28 16:21:00,2024-10-28 17:00:17.786471396,2024-10-28 18:13:00,High,cold,City,1
2400767,31.10773,121.52291,31.1248,121.50751,2.3983316699809842,scooter,1625,7.402815707796798,2024-10-30 09:54:00,2024-10-30 10:33:35.599600796,2024-10-30 12:41:00,High,cold,City,1
301075,31.10787,121.52285,31.12328,121.50721,2.2699985926022928,truck,1625,38.904678642684836,2024-10-30 11:44:00,2024-10-30 12:23:04.799662225,2024-10-30 12:08:00,Medium,clear,City,0
1153858,31.1078,121.52297,31.12353,121.50723,2.303157666175101,scooter,1625,11.874900428147367,2024-10-28 16:21:00,2024-10-28 17:00:12.757839883,2024-10-28 18:19:00,High,rainy,City,1
2689698,31.10786,121.52286,31.12389,121.50806,2.2720415300177987,scooter,1625,28.061932262734107,2024-10-31 10:11:00,2024-10-31 10:50:05.289967206,2024-10-31 10:38:00,High,stormy,City,0
3975931,31.10772,121.52285,31.1242,121.50764,2.335499374625441,scooter,1625,7.069764733542266,2024-10-28 16:21:00,2024-10-28 17:00:20.519849908,2024-10-28 18:08:00,High,clear,City,1
3055834,31.10784,121.52295,31.12416,121.50746,2.3382830961701107,van,1625,35.65802727282638,2024-10-31 10:10:00,2024-10-31 10:49:21.187943082,2024-10-31 10:44:00,High,clear,City,0
3200007,31.10779,121.5229,31.12303,121.5074,2.246990931524336,truck,1631,38.52699656852781,2024-09-05 10:26:00,2024-09-05 11:04:59.277823566,2024-09-05 11:41:00,High,stormy,City,1
128452,31.10775,121.52296,31.12426,121.50766,2.3434326693045153,scooter,1631,35.66246437362941,2024-09-08 08:58:00,2024-09-08 09:37:22.423840632,2024-09-08 09:52:00,Very High,rainy,City,1
3702071,31.10774,121.52281,31.12427,121.50751,2.3451752626778952,van,1631,39.98235844457454,2024-09-14 09:20:00,2024-09-14 09:59:22.842063043,2024-09-14 10:20:00,High,rainy,City,1
1437203,31.10785,121.52294,31.12366,121.50723,2.3080680693809996,ev van,1631,47.61705171668081,2024-09-16 09:11:00,2024-09-16 09:50:13.936336650,2024-09-16 11:12:00,High,foggy,City,1
3917374,31.10788,121.52295,31.12357,121.50757,2.2776006524506376,scooter,1631,8.276022089189599,2024-09-24 08:29:00,2024-09-24 09:08:06.624156589,2024-09-24 10:07:00,Very High,clear,City,1
3755522,31.10774,121.52281,31.12407,121.50795,2.3018105119435353,bike,1631,13.813736419376117,2024-09-26 08:51:00,2024-09-26 09:30:12.434522868,2024-09-26 10:17:00,Very High,rainy,City,1
3369861,31.10781,121.5229,31.12477,121.5076,2.382832141703119,ev van,1631,38.04239867170249,2024-09-29 09:11:00,2024-09-29 09:50:31.879714010,2024-09-29 10:38:00,High,clear,City,1
2785081,31.10779,121.5229,31.12397,121.50681,2.362843636517504,bike,1631,41.38564459504323,2024-09-29 09:10:00,2024-09-29 09:49:27.082472763,2024-09-29 10:32:00,High,stormy,City,1
3496687,31.10779,121.52295,31.12324,121.50759,2.2559912881796795,ev bike,1631,15.456490967081026,2024-10-03 08:58:00,2024-10-03 09:37:01.437909163,2024-10-03 10:31:00,Very High,cold,City,1
860168,31.10788,121.5229,31.12374,121.50805,2.26021676312517,ev van,1631,14.457249431701277,2024-10-03 09:26:00,2024-10-03 10:05:02.452023151,2024-10-03 10:11:00,High,foggy,City,1
2453627,31.10779,121.52297,31.12423,121.50761,2.340903524401195,bike,1631,15.774461772076235,2024-10-14 10:08:00,2024-10-14 10:47:21.816845856,2024-10-14 12:09:00,High,hot,City,1
3549982,31.10782,121.52287,31.12479,121.5076,2.3819681997153674,van,1631,2.0828290105045677,2024-10-16 09:10:00,2024-10-16 09:49:31.672367931,2024-10-16 13:03:00,High,cold,City,1
1668568,31.1078,121.52296,31.12403,121.507,2.3590901276920597,ev bike,1631,6.87741881413712,2024-10-24 09:49:00,2024-10-24 10:28:26.181630644,2024-10-24 15:46:00,High,cold,City,1
205725,31.10771,121.52287,31.12418,121.50695,2.3771376766291934,truck,1631,7.223969945932546,2024-10-27 09:29:00,2024-10-27 10:08:30.513042392,2024-10-27 10:49:00,High,foggy,City,1
4431623,31.10781,121.52283,31.12479,121.50755,2.3834300806170834,bike,1631,20.92009574690818,2024-10-27 09:15:00,2024-10-27 09:54:32.023219348,2024-10-27 11:00:00,High,stormy,City,1
43117,31.10607,121.52281,31.12421,121.50744,2.4918872053014685,bike,1631,29.037456218738175,2024-06-06 18:48:00,2024-06-06 19:27:58.052929273,2024-06-06 18:53:00,Very High,foggy,City,0
1015570,31.10603,121.52282,31.12405,121.50788,2.457181328541545,ev van,1631,31.37432262892378,2024-06-18 16:39:00,2024-06-18 17:18:49.723518848,2024-06-18 17:25:00,High,stormy,City,1
833841,31.10595,121.52271,31.12324,121.50743,2.410844187799741,truck,1631,17.838537978252255,2024-07-01 12:54:00,2024-07-01 13:33:38.602605070,2024-07-01 14:48:00,Medium,cold,City,1
3056894,31.10602,121.52283,31.12405,121.50788,2.458639141473154,ev bike,1631,18.191649839421764,2024-07-18 09:24:00,2024-07-18 10:03:50.073393952,2024-07-18 11:24:00,High,cold,City,1
4433915,31.10593,121.52274,31.12316,121.50748,2.4043767374966327,van,1631,26.922747947450848,2024-07-20 08:58:00,2024-07-20 09:37:37.050417000,2024-07-20 10:47:00,Very High,cold,City,1
2215855,31.10779,121.52289,31.12414,121.50763,2.3271428839646116,van,1631,3.6501686149103567,2024-09-14 09:14:00,2024-09-14 09:53:18.514292151,2024-09-14 10:26:00,High,cold,City,1
4365984,31.10788,121.52287,31.12352,121.50735,2.281951194282172,truck,1631,38.931775255004865,2024-09-22 09:08:00,2024-09-22 09:47:07.668286628,2024-09-22 10:20:00,High,stormy,City,1
1335119,31.10773,121.52293,31.12416,121.50756,2.3406308895100336,ev bike,1631,43.61516547381173,2024-10-02 08:44:00,2024-10-02 09:23:21.751413483,2024-10-02 10:03:00,Very High,stormy,City,1
356387,31.10779,121.52298,31.1238,121.50792,2.2857405746730204,bike,1631,16.157140250148558,2024-10-16 09:14:00,2024-10-16 09:53:08.577737920,2024-10-16 11:06:00,High,foggy,City,1
3560211,31.10786,121.52293,31.12399,121.50749,2.318905803261728,truck,1631,19.420902707209073,2024-09-18 08:44:00,2024-09-18 09:23:16.537392781,2024-09-18 09:36:00,Very High,clear,City,1
1357724,31.10787,121.52288,31.12449,121.5074,2.3636702627479056,ev van,1631,43.01063193791,2024-10-07 09:05:00,2024-10-07 09:44:27.280863061,2024-10-07 11:10:00,High,cold,City,1
388622,31.10772,121.52297,31.12444,121.50697,2.4034374383005934,scooter,1631,23.37781075989395,2024-10-12 10:26:00,2024-10-12 11:05:36.824985190,2024-10-12 12:09:00,High,stormy,City,1
184734,31.10592,121.52281,31.1242,121.50745,2.503949616363679,truck,1631,33.5981981624914,2024-07-10 09:53:00,2024-07-10 10:33:00.947907926,2024-07-10 11:46:00,High,stormy,City,1
